instant,dteday,spring,summer,fall,season,yr,1,2,3,4,5,6,7,8,9,10,11,mnth,daybreak,morning,working hour,offwork,hr,holiday,w0,w1,w2,w3,w4,w5,weekday,workingday,weathersit,weathersit1,temp,atemp,hum,windspeed,casual,registered,cnt,sf
9885,2012/2/21,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,1,0,0,0,2,1,0.25,1,0.34,0.3333,0.61,0.1642,7,147,154,173.4617092
9886,2012/2/21,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,1,0,0,0,2,1,0.5,2,0.34,0.3333,0.71,0.194,3,97,100,173.6082131
9887,2012/2/21,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,1,0,0,0,2,1,0.25,1,0.32,0.303,0.66,0.2239,1,46,47,173.7397336
9888,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0.25,1,0.32,0.303,0.66,0.2239,5,19,24,173.8623751
9889,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0.25,1,0.32,0.3333,0.7,0.1343,3,4,7,174.0083241
9890,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,3,1,0.25,1,0.34,0.3182,0.66,0.2836,1,5,6,174.1920089
9891,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,1,0,0,3,1,0.5,2,0.34,0.3182,0.71,0.2239,1,3,4,174.4783574
9892,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,1,0,0,3,1,0.25,1,0.34,0.3333,0.71,0.1642,0,2,2,174.7192009
9893,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,1,0,0,3,1,0.25,1,0.32,0.3333,0.7,0.1045,1,29,30,174.8468368
9894,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,1,0,0,3,1,0.25,1,0.32,0.3182,0.76,0.1642,5,85,90,174.8329634
9895,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,1,0,0,3,1,0.25,1,0.32,0.3333,0.76,0.0896,10,292,302,174.8307436
9896,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,1,0,0,3,1,0.25,1,0.3,0.3182,0.75,0.0896,9,567,576,174.8113208
9897,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,0,0,0,1,0,0,3,1,0.25,1,0.32,0.3333,0.7,0.0896,11,241,252,174.7652608
9898,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,1,0,0,3,1,0.25,1,0.34,0.3485,0.71,0.0896,17,122,139,174.7025527
9899,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,0,1,0,0,3,1,0.25,1,0.36,0.3485,0.66,0.1642,22,149,171,174.6670366
9900,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,0,0,0,0,1,0,0,3,1,0.25,1,0.4,0.4091,0.62,0.2836,21,186,207,174.6387347
9901,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,13,0,0,0,0,1,0,0,3,1,0.25,1,0.42,0.4242,0.54,0.2985,15,175,190,174.5948946
9902,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,0,0,0,0,1,0,0,3,1,0.25,1,0.44,0.4394,0.54,0.3284,35,142,177,174.5466149
9903,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,15,0,0,0,0,1,0,0,3,1,0.25,1,0.5,0.4848,0.31,0.4179,34,161,195,174.509434
9904,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,16,0,0,0,0,1,0,0,3,1,0.25,1,0.52,0.5,0.29,0.4627,30,268,298,174.4889012
9905,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,17,0,0,0,0,1,0,0,3,1,0.25,1,0.52,0.5,0.32,0.3881,43,486,529,174.4972253
9906,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,18,0,0,0,0,1,0,0,3,1,0.5,2,0.48,0.4697,0.41,0.3284,42,483,525,174.563818
9907,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,19,0,0,0,0,1,0,0,3,1,0.5,2,0.46,0.4545,0.44,0.2836,22,305,327,174.6764706
9908,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,1,0,0,3,1,0.5,2,0.44,0.4394,0.47,0.194,25,249,274,174.8407325
9909,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,1,0,0,3,1,0.5,2,0.48,0.4697,0.33,0.2836,19,220,239,175.0960044
9910,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,1,0,0,3,1,0.5,2,0.44,0.4394,0.47,0.2537,18,129,147,175.436182
9911,2012/2/22,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,1,0,0,3,1,0.5,2,0.46,0.4545,0.41,0.2836,5,57,62,175.7869034
9912,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0.5,2,0.44,0.4394,0.47,0.2537,12,30,42,176.0854606
9913,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0.5,2,0.44,0.4394,0.58,0.2836,3,12,15,176.4028857
9914,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,4,1,0.5,2,0.44,0.4394,0.62,0.2239,5,4,9,176.6564928
9915,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,0,4,1,0.75,3,0.44,0.4394,0.67,0.194,2,4,6,176.9045505
9916,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,1,0,4,1,0.25,1,0.4,0.4091,0.76,0.2239,0,1,1,177.0238624
9917,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,1,0,4,1,0.25,1,0.4,0.4091,0.76,0.2239,2,30,32,177.082131
9918,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,1,0,4,1,0.25,1,0.36,0.3485,0.87,0.194,3,88,91,177.0948946
9919,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,1,0,4,1,0.25,1,0.36,0.3485,0.81,0.2239,9,317,326,177.0477248
9920,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,1,0,4,1,0.25,1,0.34,0.3333,0.87,0.194,11,549,560,177.0338513
9921,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,0,0,0,0,1,0,4,1,0.25,1,0.36,0.3333,0.81,0.2537,14,228,242,176.9894562
9922,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,0,1,0,4,1,0.25,1,0.42,0.4242,0.67,0.194,41,107,148,176.9267481
9923,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,0,0,1,0,4,1,0.25,1,0.48,0.4697,0.48,0.2836,54,128,182,176.8540511
9924,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,0,0,0,0,0,1,0,4,1,0.25,1,0.5,0.4848,0.42,0.2537,25,199,224,176.7985572
9925,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,13,0,0,0,0,0,1,0,4,1,0.25,1,0.52,0.5,0.39,0.194,30,188,218,176.7325194
9926,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,0,0,0,0,0,1,0,4,1,0.25,1,0.54,0.5152,0.37,0.2537,36,156,192,176.6892342
9927,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,15,0,0,0,0,0,1,0,4,1,0.25,1,0.54,0.5152,0.33,0.1343,46,171,217,176.6720311
9928,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,16,0,0,0,0,0,1,0,4,1,0.25,1,0.56,0.5303,0.32,0,45,298,343,176.7019978
9929,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,17,0,0,0,0,0,1,0,4,1,0.25,1,0.54,0.5152,0.32,0.1642,49,561,610,176.7330744
9930,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,18,0,0,0,0,0,1,0,4,1,0.25,1,0.54,0.5152,0.37,0.1343,36,486,522,176.7957825
9931,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,19,0,0,0,0,0,1,0,4,1,0.25,1,0.5,0.4848,0.39,0.0896,20,349,369,176.9472808
9932,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,1,0,4,1,0.25,1,0.46,0.4545,0.44,0.1343,23,246,269,177.1403996
9933,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,1,0,4,1,0.25,1,0.44,0.4394,0.51,0.2239,17,205,222,177.3895671
9934,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,1,0,4,1,0.25,1,0.44,0.4394,0.54,0.2537,19,118,137,177.6293008
9935,2012/2/23,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,1,0,4,1,0.25,1,0.44,0.4394,0.54,0,14,71,85,177.8551609
9936,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0.5,2,0.44,0.4394,0.58,0.0896,12,34,46,178.0965594
9937,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,5,1,0.25,1,0.44,0.4394,0.62,0.194,3,15,18,178.3629301
9938,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,5,1,0.75,3,0.42,0.4242,0.77,0.2836,1,4,5,178.608768
9939,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,1,5,1,0.25,1,0.42,0.4242,0.82,0.1343,0,5,5,178.8823529
9940,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,1,5,1,0.25,1,0.4,0.4091,0.87,0.1343,0,2,2,179.0804661
9941,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,1,5,1,0.5,2,0.4,0.4091,0.87,0.194,1,25,26,179.2247503
9942,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,1,5,1,0.5,2,0.4,0.4091,0.87,0.1642,2,80,82,179.2963374
9943,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,0,1,5,1,0.5,2,0.4,0.4091,0.76,0.2239,7,265,272,179.2974473
9944,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,0,1,5,1,0.5,2,0.38,0.3939,0.76,0.3284,17,452,469,179.263596
9945,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,0,0,0,0,0,1,5,1,0.75,3,0.36,0.3333,0.81,0.2537,15,229,244,179.1770255
9946,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,0,0,1,5,1,0.75,3,0.36,0.3485,0.81,0.1642,22,119,141,178.9300777
9947,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,0,0,0,1,5,1,0.5,2,0.36,0.3636,0.81,0.1045,27,136,163,178.6759156
9948,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,0,0,0,0,0,0,1,5,1,0.5,2,0.4,0.4091,0.76,0.1343,27,201,228,178.5077691
9949,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,13,0,0,0,0,0,0,1,5,1,0.5,2,0.42,0.4242,0.71,0.1045,30,153,183,178.4100999
9950,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,0,0,0,0,0,0,1,5,1,0.5,2,0.46,0.4545,0.67,0.1045,5,26,31,178.3235294
9951,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,15,0,0,0,0,0,0,1,5,1,0.75,3,0.4,0.4091,0.87,0.194,11,83,94,178.3346282
9952,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,16,0,0,0,0,0,0,1,5,1,0.75,3,0.4,0.4091,0.87,0.194,12,166,178,178.4705882
9953,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,17,0,0,0,0,0,0,1,5,1,0.75,3,0.42,0.4242,0.94,0.1045,14,242,256,178.7880133
9954,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,18,0,0,0,0,0,0,1,5,1,0.5,2,0.42,0.4242,0.94,0,11,289,300,178.9583796
9955,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,19,0,0,0,0,0,0,1,5,1,0.5,2,0.44,0.4394,0.88,0.1045,6,227,233,179.0704772
9956,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,1,5,1,0.25,1,0.44,0.4394,0.62,0.4179,8,159,167,179.1842397
9957,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,1,5,1,0.25,1,0.42,0.4242,0.35,0.806,1,151,152,179.3396226
9958,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,1,5,1,0.25,1,0.4,0.4091,0.37,0.5821,4,102,106,179.4794673
9959,2012/2/24,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,1,5,1,0.25,1,0.38,0.3939,0.37,0.6866,10,76,86,179.5793563
9960,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.25,1,0.36,0.3333,0.43,0.3881,5,56,61,179.6132075
9961,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0.25,1,0.34,0.303,0.42,0.3582,4,42,46,179.5610433
9962,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,6,0,0.25,1,0.32,0.303,0.45,0.2537,1,37,38,179.8534961
9963,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0.25,1,0.3,0.2727,0.45,0.2985,0,7,7,180.1448391
9964,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,6,0,0.25,1,0.3,0.2727,0.42,0.3284,0,2,2,180.3557159
9965,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,6,0,0.5,2,0.3,0.2727,0.42,0.2985,0,3,3,180.4489456
9966,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,6,0,0.5,2,0.3,0.2727,0.42,0.2985,1,12,13,180.508879
9967,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,6,0,0.25,1,0.28,0.2424,0.45,0.4478,3,20,23,180.5188679
9968,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,0,0,6,0,0.25,1,0.26,0.2273,0.48,0.2985,3,90,93,180.4833518
9969,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,0,0,0,0,0,0,6,0,0.75,3,0.22,0.197,0.75,0.3284,15,107,122,180.4039956
9970,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,0,0,0,6,0,0.25,1,0.26,0.2273,0.6,0.3582,24,159,183,180.218091
9971,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,0,0,0,0,0,0,6,0,0.25,1,0.3,0.2576,0.39,0.6119,23,187,210,180.0238624
9972,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,0,0,0,0,0,0,0,6,0,0.25,1,0.32,0.2727,0.29,0.6567,41,217,258,179.8834628
9973,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,13,0,0,0,0,0,0,0,6,0,0.25,1,0.32,0.2879,0.31,0.4925,48,178,226,179.7924528
9974,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,0,0,0,0,0,0,0,6,0,0.25,1,0.32,0.2727,0.29,0.5522,35,181,216,179.7386238
9975,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,15,0,0,0,0,0,0,0,6,0,0.25,1,0.32,0.2879,0.29,0.4179,21,211,232,179.7508324
9976,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,16,0,0,0,0,0,0,0,6,0,0.25,1,0.32,0.2727,0.26,0.5821,32,163,195,179.9189789
9977,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,17,0,0,0,0,0,0,0,6,0,0.25,1,0.3,0.2727,0.33,0.3582,16,143,159,180.245283
9978,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,18,0,0,0,0,0,0,0,6,0,0.25,1,0.3,0.2576,0.28,0.5821,7,126,133,180.4689234
9979,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,19,0,0,0,0,0,0,0,6,0,0.25,1,0.26,0.2121,0.33,0.4478,12,137,149,180.5887902
9980,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0.25,1,0.26,0.2121,0.3,0.5522,10,95,105,180.7297447
9981,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.2121,0.35,0.3284,5,80,85,180.9128746
9982,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.197,0.38,0.4627,4,78,82,181.0937847
9983,2012/2/25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,6,0,0.25,1,0.24,0.197,0.41,0.4179,7,84,91,181.2186459
9984,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,1,0.24,0.2121,0.41,0.3582,7,63,70,181.2796892
9985,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,1,0.24,0.2121,0.44,0.3284,5,50,55,181.3140954
9986,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0.25,1,0.24,0.2121,0.44,0.3284,5,37,42,181.6176471
9987,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0.25,1,0.24,0.2273,0.41,0.194,0,21,21,182.0016648
9988,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0.25,1,0.24,0.2273,0.41,0.194,1,5,6,182.2563818
9989,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0.25,1,0.22,0.2121,0.44,0.2239,0,5,5,182.4051054
9990,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0.25,1,0.22,0.197,0.44,0.3284,0,2,2,182.4711432
9991,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0.25,1,0.2,0.1818,0.51,0.2985,2,20,22,182.4927858
9992,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0.25,1,0.2,0.197,0.51,0.2537,2,57,59,182.4661487
9993,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0.25,1,0.22,0.2121,0.47,0.2239,11,76,87,182.381798
9994,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0.25,1,0.26,0.2576,0.41,0.1642,27,161,188,182.1742508
9995,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0.25,1,0.28,0.2576,0.41,0.2836,43,184,227,181.9766926
9996,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12,0,1,0,0,0,0,0,0,0,0.25,1,0.3,0.303,0.39,0.1343,49,256,305,181.8485017
9997,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,13,0,1,0,0,0,0,0,0,0,0.25,1,0.32,0.3333,0.36,0,58,267,325,181.7430633
9998,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,14,0,1,0,0,0,0,0,0,0,0.25,1,0.34,0.3485,0.31,0,68,263,331,181.690899
9999,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0.25,1,0.36,0.3485,0.29,0,72,281,353,181.7108768
10000,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,16,0,1,0,0,0,0,0,0,0,0.25,1,0.36,0.3333,0.32,0.2537,64,275,339,181.8829079
10001,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0.25,1,0.36,0.3485,0.32,0.2239,46,241,287,182.2475028
10002,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,18,0,1,0,0,0,0,0,0,0,0.25,1,0.34,0.3182,0.36,0.2836,17,199,216,182.4406215
10003,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,19,0,1,0,0,0,0,0,0,0,0.25,1,0.34,0.3333,0.34,0.1642,13,130,143,182.527192
10004,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0.25,1,0.32,0.3182,0.42,0.1642,9,79,88,182.6431743
10005,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0.25,1,0.3,0.303,0.45,0.1343,8,75,83,182.7985572
10006,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0.25,1,0.3,0.2879,0.42,0.2239,3,68,71,182.927303
10007,2012/2/26,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0.25,1,0.26,0.2576,0.56,0.1642,5,59,64,183.0327414
10008,2012/2/27,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2424,0.6,0.2537,2,27,29,183.0788013
10009,2012/2/27,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2576,0.65,0.2239,0,6,6,183.0593785
10010,2012/2/27,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,1,1,0.25,1,0.26,0.2273,0.7,0.2985,0,4,4,183.3263041
10011,2012/2/27,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,1,1,0.25,1,0.24,0.2424,0.75,0.1642,0,2,2,183.6936737
10012,2012/2/27,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,1,0,0,0,0,1,1,0.25,1,0.22,0.2273,0.8,0.1343,0,1,1,183.899556
